ID,Project Name,Master Community,Launch Year,Start Price,Appreciation,Developer,Area,Unit Type,Community Type,2020 Price,2021 Price,2022 Price,2023 Price,2024 Price,2025 Price,2026 Price,Service Charge,PPSM,Rental Yield %,File1 Appreciation,DXB Travel Time,DWC Travel Time,Downtown Travel Time,Marina Travel Time,Appreciation_Clean_%,Price_Segment,Projected_CAGR_24_26,Price_Vs_Community_Avg_%,Project_Stage
379,Renad Tower,Abu Dhabi/Mkt,2024,"1,100,000",+15%,Tiger Properties,JVT,Apartments,High-Rise Urban,,,,,"1,800","2,030","2,170",18,,,,60m,50m,60m,50m,,,,,
380,Lilium Tower,JVT,2023,"650,000",+32%,Tiger Properties,JVT,Apartments,High-Rise Urban,,,,"1,300","1,500","1,700","1,840",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
381,Seslia Tower,JVT,2022,"550,000",+48%,Tiger Properties,JVT,Apartments,High-Rise Urban,,,"1,100","1,300","1,510","1,710","1,870",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
382,Cloud Tower,JVT,2022,"500,000",+52%,Tiger Properties,JVT,Apartments,High-Rise Urban,,,"1,050","1,250","1,460","1,670","1,830",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
383,Neva Residences,JVC,2023,"600,000",+38%,Tiger Properties,JVC,Apartments,High-Rise Urban,,,,"1,150","1,340","1,530","1,670",14,"1,100",7.5,,25m,25m,20m,15m,,,,,
384,Elbrus Tower,JVT,2023,"700,000",+35%,Tiger Properties,JVT,Apartments,High-Rise Urban,,,,"1,200","1,390","1,580","1,710",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
385,Al Tai,Sharjah/Tiger,2024,"800,000",+12%,Tiger Properties,Sharjah,Villas,Gated/Family,,,,,950,"1,050","1,110",2.5,,,,30m,50m,35m,45m,,,,,
386,Faradis,Al Mamzar,2024,"1,200,000",+14%,Tiger Properties,Al Mamzar,Apartments,Waterfront/Urban,,,,,"1,400","1,570","1,680",15,,,,15m,40m,20m,35m,,,,,
387,Samana Barari Views,Barari,2023,"750,000",+32%,Samana,Al Barari,Apartments,Nature/Resort,,,,"1,300","1,510","1,720","1,870",16.5,"1,400",6.5,,20m,25m,20m,25m,,,,,
388,Barari Lagoons,Barari,2024,"850,000",+18%,Samana,Al Barari,Apartments,Nature/Resort,,,,,"1,400","1,610","1,740",16.5,"1,400",6.5,,20m,25m,20m,25m,,,,,
389,Ivy Gardens 1,DLRC,2023,"650,000",+35%,Samana,DLRC,Apartments,Integrated Urban,,,,"1,100","1,300","1,500","1,640",14.08,850,7.5,,20m,25m,20m,25m,,,,,
390,Ivy Gardens 2,DLRC,2024,"700,000",+15%,Samana,DLRC,Apartments,Integrated Urban,,,,,"1,250","1,420","1,520",14.5,850,7.5,,20m,25m,20m,25m,,,,,
391,Ocean Bay,Islands,2024,"1,400,000",+18%,Samana,Dubai Islands,Apartments,Waterfront/Resort,,,,,"1,750","2,020","2,200",18.5,"1,600",6.0,,15m,45m,20m,30m,,,,,
392,California 1,Furjan,2023,"750,000",+30%,Samana,Al Furjan,Apartments,Suburban Urban,,,,"1,250","1,460","1,670","1,810",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
393,California 2,Furjan,2024,"800,000",+15%,Samana,Al Furjan,Apartments,Suburban Urban,,,,,"1,300","1,480","1,590",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
394,Miami 1,JVT,2022,"1,100,000",+42%,Samana,JVT,Apartments,Urban/Modern,,,"1,400","1,660","1,920","2,180","2,380",15.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
395,Miami 2,JVT,2022,"1,200,000",+38%,Samana,JVT,Apartments,Urban/Modern,,,"1,450","1,700","1,960","2,210","2,400",15.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
396,Miami 3,JVT,2023,"1,250,000",+30%,Samana,JVT,Apartments,Urban/Modern,,,,"1,500","1,740","1,980","2,140",15.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
397,Mykonos,Studio City,2023,"750,000",+35%,Samana,Studio City,Apartments,Theme/Modern,,,,"1,200","1,420","1,640","1,800",14.5,"1,000",7.5,,25m,20m,20m,15m,,,,,
398,Mykonos Signature,Studio City,2023,"850,000",+28%,Samana,Studio City,Apartments,Theme/Modern,,,,"1,250","1,440","1,630","1,760",14.5,"1,000",7.5,,25m,20m,20m,15m,,,,,
399,Santorini,Studio City,2022,"650,000",+45%,Samana,Studio City,Apartments,Theme/Modern,,,"1,100","1,310","1,530","1,750","1,920",14.5,"1,000",7.5,,25m,20m,20m,15m,,,,,
400,Portofino,Production,2023,"700,000",+32%,Samana,Production City,Apartments,Integrated Urban,,,,"1,200","1,390","1,560","1,690",14.5,850,8.0,,30m,20m,25m,15m,,,,,
401,Manhattan,JVC,2023,"750,000",+35%,Samana,JVC,Apartments,Urban/Modern,,,,"1,250","1,460","1,670","1,810",14.36,"1,100",7.5,,25m,25m,20m,15m,,,,,
402,Skyros,Arjan,2023,"650,000",+38%,Samana,Arjan,Apartments,Urban/Modern,,,,"1,150","1,370","1,590","1,730",14,"1,100",7.5,,25m,20m,20m,15m,,,,,
403,Lake Views,Production,2024,"700,000",+15%,Samana,Production City,Apartments,Integrated Urban,,,,,"1,200","1,360","1,460",14.5,850,8.0,,30m,20m,25m,15m,,,,,
404,Samana Ibiza,DLRC,2024,"720,000",+12%,Samana,DLRC,Apartments,Integrated Urban,,,,,"1,250","1,380","1,460",14.5,850,7.5,,20m,25m,20m,25m,,,,,
405,Samana Rome,Meydan,2024,"1,100,000",+14%,Samana,Meydan,Apartments,Urban/Modern,,,,,"1,100,000","1,450","1,520",14.5,"1,400",6.5,,15m,30m,10m,20m,,,,,
406,Samana Avenue,DLRC,2024,"690,000",+15%,Samana,DLRC,Apartments,Integrated Urban,,,,,"690,000","1,280","1,340",14.5,850,7.5,,20m,25m,20m,25m,,,,,
407,Keturah Reserve,Meydan,2022,"10,000,000",+55%,Mag Group,Meydan,Luxury Villas,Wellness/Luxury,,,"2,100","2,610","3,130","3,640","4,020",5.5,"1,400",6.5,,15m,30m,10m,20m,,,,,
408,MAG City,Meydan,2019,"750,000",+90% (Since 2020),Mag Group,Meydan,Mixed,Gated/Urban,950,"1,070","1,310","1,540","1,770","1,980","2,150",15.5,"1,400",6.5,,15m,30m,10m,20m,,,,,
409,MAG Park,Meydan,2022,"8,500,000",+45%,Mag Group,Meydan,Townhouses,Gated/Urban,,,"1,250","1,480","1,710","1,920","2,090",4.5,"1,400",6.5,,15m,30m,10m,20m,,,,,
410,Keturah Resort,Creekside,2022,"21,000,000",+60%,Mag Group,Creekside,Branded Apt,Wellness/Ultra,,,"4,500","5,690","6,840","7,990","8,890",35,,,,15m,35m,10m,25m,,,,,
411,Ritz-Carlton,Creekside,2023,"25,000,000",+42%,Mag Group,Creekside,Mansions,Wellness/Ultra,,,,"5,500","6,520","7,530","8,300",55,,,,15m,35m,10m,25m,,,,,
412,MAG 777,Sports City,2024,"900,000",+15%,Mag Group,Sports City,Apartments,Urban/Modern,,,,,"1,200","1,360","1,460",14.5,900,8.0,,25m,20m,20m,15m,,,,,
413,MAG 330,City of Arabia,2022,"650,000",+42%,Mag Group,City of Arabia,Apartments,Urban/Modern,,,"1,100","1,280","1,470","1,640","1,770",14.5,,,,20m,25m,20m,25m,,,,,
414,MBL Residence,JLT,2017,"1,100,000",+65% (Since 2020),Mag Group,JLT,Apartments,Urban/High-Rise,"1,250","1,370","1,590","1,790","2,000","2,200","2,350",16.5,,,,,,,,,,,,
415,MBL Royal,JLT,2022,"1,400,000",+38%,Mag Group,JLT,Apartments,Urban/High-Rise,,,"1,450","1,690","1,930","2,160","2,340",16.5,,,,,,,,,,,,
416,MBL Signature,JLT,2024,"1,650,000",+15%,Mag Group,JLT,Apartments,Urban/High-Rise,,,,,"1,700","1,910","2,040",16.5,,,,,,,,,,,,
417,MAG 318,Bus Bay,2017,"1,200,000",+55% (Since 2020),Mag Group,Business Bay,Apartments,Urban/High-Rise,"1,350","1,470","1,690","1,900","2,110","2,300","2,450",18.5,,,,15m,35m,5m,20m,,,,,
418,MAG 218,Marina,2005,Community,+35% (Since 2020),Mag Group,Marina,Apartments,High-Rise Urban,"1,150","1,220","1,360","1,490","1,620","1,750","1,850",16.1,"1,900",6.5,,25m,25m,20m,0m,,,,,
419,Mar Casa,Maritime,2023,"1,300,000",+35%,Deyaar,Maritime City,Apartments,Waterfront/Modern,,,,"1,800","2,100","2,410","2,620",19.5,"1,700",6.0,,15m,40m,15m,25m,,,,,
420,Regalia,Bus Bay,2021,"1,100,000",+58%,Deyaar,Business Bay,Apartments,High-Rise Luxury,,,"1,780","2,110","2,440","2,750","3,000",21,,,,15m,35m,5m,20m,,,,,
421,Midtown (Master),IMPZ,2015,Community,+50% (Since 2020),Deyaar,Production City,Apartments,Integrated Urban,850,910,"1,040","1,160","1,290","1,410","1,500",11.5,,,,30m,20m,25m,15m,,,,,
422,Jannat,Midtown,2023,"850,000",+30%,Deyaar,Midtown,Apartments,Integrated Urban,,,,"1,150","1,330","1,500","1,620",12,,,,,,,,,,,,
423,Rosalia Residences,Furjan,2024,"900,000",+18%,Deyaar,Al Furjan,Apartments,Suburban Urban,,,,,"1,300","1,500","1,630",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
424,Amalia Residences,Furjan,2022,"850,000",+32%,Deyaar,Al Furjan,Apartments,Suburban Urban,,,"1,150","1,340","1,530","1,710","1,850",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
425,Millennium Talia,Furjan,2023,"1,100,000",+25%,Deyaar,Al Furjan,Serviced Apt,Suburban Luxury,,,,"1,350","1,540","1,720","1,850",18.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
426,Town Square,Dubailand,2015,Community,+95% (Since 2020),Nshama,Al Qudra Rd,Mixed,Master Community,750,840,"1,050","1,240","1,440","1,620","1,770",3.5,"1,000",7.0,,25m,25m,25m,25m,,,,,
427,Fia,Town Square,2024,"880,000",+15%,Nshama,Town Square,Apartments,Integrated Urban,,,,,"1,250","1,410","1,510",13.5,950,7.0,,30m,25m,25m,25m,,,,,
428,Elaya,Town Square,2024,"900,000",+14%,Nshama,Town Square,Apartments,Integrated Urban,,,,,"1,280","1,430","1,530",13.5,950,7.0,,30m,25m,25m,25m,,,,,
429,Ayala,Town Square,2023,"850,000",+28%,Nshama,Town Square,Apartments,Integrated Urban,,,,"1,150","1,360","1,560","1,700",13.5,950,7.0,,30m,25m,25m,25m,,,,,
430,Symphony,Town Square,2023,"800,000",+32%,Nshama,Town Square,Apartments,Integrated Urban,,,,"1,200","1,430","1,650","1,810",13.5,950,7.0,,30m,25m,25m,25m,,,,,
431,Aroha,Town Square,2024,"950,000",+12%,Nshama,Town Square,Apartments,Integrated Urban,,,,,"1,350","1,490","1,580",13.5,950,7.0,,30m,25m,25m,25m,,,,,
432,The Hamilton,Town Square,2023,"800,000",+30%,Nshama,Town Square,Apartments,Integrated Urban,,,,"1,150","1,340","1,520","1,650",13.5,950,7.0,,30m,25m,25m,25m,,,,,
433,Holland Gardens,Town Square,2023,"850,000",+25%,Nshama,Town Square,Apartments,Integrated Urban,,,,"1,200","1,380","1,550","1,670",13.5,950,7.0,,30m,25m,25m,25m,,,,,
434,The Diplomat,Town Square,2022,"750,000",+42%,Nshama,Town Square,Apartments,Integrated Urban,,,"1,050","1,240","1,430","1,610","1,760",13.5,950,7.0,,30m,25m,25m,25m,,,,,
435,Liva,Town Square,2022,"550,000",+48%,Nshama,Town Square,Apartments,Integrated Urban,,,"1,100","1,310","1,530","1,740","1,910",13.5,950,7.0,,30m,25m,25m,25m,,,,,
436,Una,Town Square,2018,"500,000",+85% (Since 2020),Nshama,Town Square,Apartments,Integrated Urban,900,"1,010","1,240","1,460","1,680","1,890","2,060",13.5,950,7.0,,30m,25m,25m,25m,,,,,
437,Rawda,Town Square,2016,"650,000",+80% (Since 2020),Zahra,Nshama,Town Square,Apartments,Zahra,850,950,"1,150","1,340","1,530","1,710","1,850",950,7.0,,30m,25m,25m,25m,,,,,
438,Zahra,Town Square,2015,"600,000",+88% (Since 2020),Nshama,Town Square,Apartments,Integrated Urban,880,990,"1,230","1,460","1,700","1,920","2,100",13.5,950,7.0,,30m,25m,25m,25m,,,,,
439,Hayat,Town Square,2015,"1,100,000",+92% (Since 2020),Nshama,Town Square,Townhouses,Integrated Urban,920,"1,040","1,310","1,570","1,840","2,090","2,300",3.5,950,7.0,,30m,25m,25m,25m,,,,,
440,Verdana Phase 1,DIP,2022,"1,200,000",+45%,Reportage,DIP,Townhouses,Integrated Urban,,,"1,150","1,360","1,570","1,770","1,930",3.5,800,7.5,,35m,15m,30m,20m,,,,,
441,Verdana Phase 2,DIP,2022,"1,250,000",+42%,Reportage,DIP,Townhouses,Integrated Urban,,,"1,180","1,380","1,590","1,780","1,930",3.5,800,7.5,,35m,15m,30m,20m,,,,,
442,Verdana Phase 3,DIP,2023,"1,300,000",+35%,Reportage,DIP,Townhouses,Integrated Urban,,,,"1,250","1,460","1,660","1,800",3.5,800,7.5,,35m,15m,30m,20m,,,,,
443,Verdana Phase 4,DIP,2023,"1,400,000",+28%,Reportage,DIP,Townhouses,Integrated Urban,,,,"1,300","1,490","1,660","1,780",3.5,800,7.5,,35m,15m,30m,20m,,,,,
444,Verdana Phase 5,DIP,2024,"1,500,000",+15%,Reportage,DIP,Townhouses,Integrated Urban,,,,,"1,350","1,520","1,620",3.5,800,7.5,,35m,15m,30m,20m,,,,,
445,Rukan Lofts,Dubailand,2018,"800,000",+75% (Since 2020),Reportage,Dubailand,Townhouses,Gated/Family,750,830,990,"1,150","1,310","1,460","1,580",3.2,"1,000",7.0,,25m,25m,25m,25m,,,,,
446,Rukan Tower,Dubailand,2019,"450,000",+85% (Since 2020),Reportage,Dubailand,Apartments,Gated/Family,800,900,"1,100","1,300","1,510","1,710","1,870",12.5,"1,000",7.0,,25m,25m,25m,25m,,,,,
447,Bianchi,Dubailand,2023,"1,600,000",+32%,Reportage,Dubailand,Townhouses,Gated/Family,,,,"1,200","1,390","1,580","1,710",3.5,"1,000",7.0,,25m,25m,25m,25m,,,,,
448,Taormina Village,Dubailand,2024,"1,700,000",+18%,Reportage,Dubailand,Townhouses,Gated/Family,,,,,"1,450","1,670","1,810",3.8,"1,000",7.0,,25m,25m,25m,25m,,,,,
449,Alexis Tower,Jebel Ali,2019,"500,000",+70% (Since 2020),Reportage,Downtown Jebel Ali,Apartments,Urban/Modern,850,940,"1,110","1,270","1,430","1,580","1,700",13.5,900,7.0,,35m,15m,30m,15m,,,,,
450,The Gate,Masdar/City,2020,"600,000",+55%,Reportage,Masdar City,Apartments,Urban/Sustain,800,870,"1,000","1,120","1,250","1,360","1,450",14.5,,,,60m,50m,60m,50m,,,,,
451,LIV LUX,Marina,2022,"2,100,000",+55%,LIV Developers,Marina,Apartments,High-Rise Luxury,,,"2,100","2,610","3,120","3,630","4,000",25,"1,900",6.5,,25m,25m,20m,0m,,,,,
452,LIV Marina,Marina,2022,"1,600,000",+60%,LIV Developers,Marina,Apartments,High-Rise Urban,,,"2,020","2,390","2,770","3,120","3,410",24,"1,900",6.5,,25m,25m,20m,0m,,,,,
453,LIV Residence,Marina,2016,"1,400,000",+75% (Since 2020),LIV Developers,Marina,Apartments,Waterfront/Modern,"1,400","1,560","1,880","2,170","2,480","2,770","3,000",22,"1,900",6.5,,25m,25m,20m,0m,,,,,
454,LIV Waterside,Marina,2023,"2,500,000",+35%,LIV Developers,Marina,Luxury Villas,Waterfront/Luxury,,,,"2,300","2,690","3,070","3,340",25,"1,900",6.5,,25m,25m,20m,0m,,,,,
455,LIV Maritime,Maritime,2024,"1,800,000",+18%,LIV Developers,Maritime City,Apartments,Waterfront/Modern,,,,,"1,850","2,140","2,330",22,"1,700",6.0,,15m,40m,15m,25m,,,,,
456,LIV Oceanside,Maritime,2024,"1,950,000",+15%,LIV Developers,Maritime City,Apartments,Waterfront/Modern,,,,,"1,950","2,210","2,380",22,"1,700",6.0,,15m,40m,15m,25m,,,,,
457,Nordic,Barsha,2024,"1,200,000",+14%,Nordic Homeworx,Al Barsha,Villas,Boutique/Luxury,,,,,"1,600","1,780","1,900",5.5,"1,100",7.0,,20m,25m,15m,10m,,,,,
458,Hollywood,Dubai South,2023,"750,000",+28%,Damac Properties,Dubai South,Mixed,Theme/Integrated,,,,"1,100","1,260","1,410","1,520",14.5,850,7.0,,45m,5m,45m,35m,,,,,
459,New York,Dubai South,2024,"800,000",+15%,Damac Properties,Dubai South,Mixed,Theme/Integrated,,,,,"1,200","1,350","1,450",14.5,850,7.0,,45m,5m,45m,35m,,,,,
460,Luce,Palm,2023,"12,000,000",+40%,Taraf,Palm Jumeirah,Apartments,Island/Luxury,,,,"3,200","3,790","4,370","4,810",32,"2,500",5.5,,25m,35m,20m,10m,,,,,
461,Terra Golf Collection,JGE,2023,"7,200,000",+35%,Taraf,JGE,Villas,Gated/Golf,,,,"1,450","1,690","1,930","2,110",5.5,"1,300",6.5,,30m,20m,25m,20m,,,,,
462,Terrazzo,JVC,2023,"900,000",+32%,Taraf,JVC,Apartments,Urban/Lifestyle,,,,"1,300","1,500","1,700","1,840",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
463,Cello,JVC,2024,"850,000",+18%,Taraf,JVC,Apartments,Urban/Lifestyle,,,,,"1,250","1,440","1,560",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
464,Karl Lagerfeld,MBR City,2024,"15,000,000",+15%,Taraf,MBR City,Luxury Villas,Ultra-Luxury,,,,,"2,800","3,150","3,390",6.5,"1,600",6.0,,15m,30m,10m,20m,,,,,
465,Muraba Residences,Palm,2014,"5,500,000",+85% (Since 2020),Muraba,Palm Jumeirah,Apartments,Island/Boutique,"1,600","1,800","2,240","2,620","3,000","3,350","3,630",22,"2,500",5.5,,25m,35m,20m,10m,,,,,
466,Muraba Veil,SZR,2024,"18,000,000",+12%,Muraba,SZR,Apartments,Iconic/Urban,,,,,"3,500","3,870","4,100",35,,,,15m,35m,5m,20m,,,,,
467,Muraba Dia,Dubai Canal,2026,"12,000,000",+2%,Muraba,Dubai Canal,Apartments,Waterfront/Luxury,,,,,"12,000,000",,"3,200",32,,,,,,,,,,,,
468,Eywa,Bus Bay,2023,"11,000,000",+35%,R.Evolution,Business Bay,Apartments,Wellness/Ultra,,,,"3,500","4,150","4,790","5,250",38,,,,15m,35m,5m,20m,,,,,
469,Eywa 2,Bus Bay,2026,"14,000,000",+1%,R.Evolution,Business Bay,Apartments,Wellness/Ultra,,,,,"14,000,000",,"4,200",40,,,,15m,35m,5m,20m,,,,,
470,The Fields,MBR City,2016,Community,+70% (Since 2020),G&Co,MBR City,Townhouses,Gated/Family,850,940,"1,110","1,270","1,430","1,580","1,700",3.8,"1,600",6.0,,15m,30m,10m,20m,,,,,
471,Elie Saab TH,MBR City,2022,"3,800,000",+48%,G&Co,MBR City,Townhouses,Branded/Gated,,,"1,450","1,720","1,980","2,220","2,410",4.2,"1,600",6.0,,15m,30m,10m,20m,,,,,
472,Grand Views,Meydan,2014,"4,200,000",+90% (Since 2020),G&Co,Meydan,Villas,Gated/Luxury,"1,000","1,130","1,420","1,690","1,970","2,220","2,430",4.5,"1,400",6.5,,15m,30m,10m,20m,,,,,
473,Millennium Estates,Meydan,2013,"8,500,000",+80% (Since 2020),G&Co,Meydan,Villas,Gated/Luxury,"1,100","1,240","1,520","1,780","2,040","2,280","2,470",4.8,"1,400",6.5,,15m,30m,10m,20m,,,,,
474,ZāZEN One,JVC,2021,"950,000",+65%,ZāZEN Prop.,JVC,Apartments,Urban/Lifestyle,,,"1,160","1,380","1,600","1,800","1,970",13.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
475,ZāZEN Gardens,Furjan,2022,"900,000",+45%,ZāZEN Prop.,Al Furjan,Apartments,Wellness/Suburban,,,"1,100","1,300","1,500","1,690","1,840",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
476,ZāZEN Ivy,Furjan,2024,"980,000",+15%,ZāZEN Prop.,Al Furjan,Apartments,Wellness/Suburban,,,,,"1,350","1,520","1,630",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
477,XXII Carat,Palm,2015,"42,000,000",+110% (Since 2020),Forum Group,Palm Jumeirah,Luxury Villas,Island/Ultra,"3,000","3,550","4,920","6,020","7,150","8,190","9,050",65,"2,500",5.5,,25m,35m,20m,10m,,,,,
478,FH Residency,JVT,2024,"650,000",+14%,Forum Group,JVT,Apartments,Urban/Modern,,,,,"1,100","1,230","1,300",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
479,Beach Walk,Islands,2024,"2,200,000",+18%,Imtiaz,Dubai Islands,Apartments,Waterfront/Urban,,,,,"2,200","2,520","2,780",20,"1,600",6.0,,15m,45m,20m,30m,,,,,
480,Luxor,JVC,2023,"850,000",+30%,Imtiaz,JVC,Apartments,Urban/Modern,,,,"1,250","1,440","1,630","1,760",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
481,Pearl House,JVC,2023,"800,000",+35%,Imtiaz,JVC,Apartments,Urban/Modern,,,,"1,300","1,520","1,730","1,880",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
482,Cove,Creek Harbour,2017,"1,100,000",+85% (Since 2020),Imtiaz,Dubai Creek,Apartments,Waterfront/Urban,"1,250","1,410","1,720","2,040","2,380","2,680","2,930",18.5,"1,900",6.0,,15m,35m,10m,25m,,,,,
483,Cove Edition 2,Creek Harbour,2024,"1,800,000",+15%,Imtiaz,Dubai Creek,Apartments,Waterfront/Urban,,,,,"1,800","2,020","2,170",19.5,"1,900",6.0,,15m,35m,10m,25m,,,,,
484,Westwood,Furjan,2022,"850,000",+42%,Imtiaz,Al Furjan,Apartments,Suburban Urban,,,"1,150","1,360","1,570","1,770","1,930",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
485,Westwood Grande,Furjan,2022,"950,000",+38%,Imtiaz,Al Furjan,Apartments,Suburban Urban,,,"1,200","1,410","1,610","1,810","1,950",14.5,"1,000",7.0,,30m,15m,25m,10m,,,,,
486,Yorkville,JVC,2024,"900,000",+15%,Imtiaz,JVC,Apartments,Urban/Modern,,,,,"1,250","1,440","1,560",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
487,Le Blanc,JVC,2024,"1,200,000",+12%,Imtiaz,JVC,Apartments,Urban/Modern,,,,,"1,350","1,500","1,580",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
488,Peace Lagoons 1,DLRC,2024,"750,000",+15%,Peace Prop.,Dubailand,Apartments,Resort/Lagoon,,,,,"1,250","1,440","1,550",16.5,850,7.5,,20m,25m,20m,25m,,,,,
489,Peace Lagoons 2,DLRC,2024,"800,000",+12%,Peace Prop.,Dubailand,Apartments,Resort/Lagoon,,,,,"1,300","1,440","1,520",16.5,850,7.5,,20m,25m,20m,25m,,,,,
490,Sky Living,JVC,2024,"900,000",+14%,Peace Prop.,JVC,Apartments,Urban/Modern,,,,,"1,200","1,340","1,430",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
491,Sky Suites,JVC,2024,"1,100,000",+12%,Peace Prop.,JVC,Apartments,Urban/Modern,,,,,"1,300","1,430","1,510",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
492,Sky Vista,JVC,2024,"1,250,000",+10%,Peace Prop.,JVC,Apartments,Urban/Modern,,,,,"1,250,000","1,350","1,410",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
493,Empire Suites,JVC,2023,"950,000",+32%,Empire,JVC,Apartments,Urban/Modern,,,,"1,250","1,450","1,650","1,790",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
494,Empire Livings,Science Park,2024,"900,000",+18%,Empire,Science Park,Apartments,Urban/Modern,,,,,"1,350","1,550","1,690",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
495,Empire Estates,Arjan,2024,"1,050,000",+12%,Empire,Arjan,Apartments,Urban/Modern,,,,,"1,050,000","1,450","1,520",14.5,"1,100",7.5,,25m,20m,20m,15m,,,,,
496,RA1N,JVC,2023,"950,000",+30%,Object 1,JVC,Apartments,Urban/Modern,,,,"1,250","1,440","1,630","1,760",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
497,F1FTY ONE,Bus Bay,2023,"1,400,000",+32%,Object 1,Business Bay,Apartments,Urban/Modern,,,,"1,800","2,100","2,410","2,620",20,,,,15m,35m,5m,20m,,,,,
498,W1NNER,JVT,2024,"800,000",+18%,Object 1,JVT,Apartments,Urban/Modern,,,,,"1,500","1,720","1,870",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
499,LUM1NAR1,JVT,2024,"850,000",+15%,Object 1,JVT,Apartments,Urban/Modern,,,,,"1,550","1,750","1,870",14.5,"1,000",7.0,,25m,20m,20m,15m,,,,,
500,WOODV1TE,JVC,2024,"900,000",+14%,Object 1,JVC,Apartments,Urban/Modern,,,,,"1,450","1,620","1,720",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
501,RTETR1S,JVC,2024,"880,000",+12%,Object 1,JVC,Apartments,Urban/Modern,,,,,"1,400","1,570","1,660",14.5,"1,660",14.5,+12%,8m,20m,25m,25m,,,,,
502,VERDAN1A,JVC,2024,"920,000",+10%,Object 1,JVC,Apartments,Urban/Modern,,,,,"920,000","1,550","1,620",14.5,"1,620",14.5,+10%,8m,20m,25m,25m,,,,,
503,Torino,Arjan,2022,"550,000",+55%,ORO24,Arjan,Apartments,Urban/Modern,,,"1,000","1,250","1,500","1,740","1,920",14,"1,920",14.0,+10.5%,8m,5m,25m,25m,,,,,
504,Levanto,JVC,2022,"600,000",+48%,ORO24,JVC,Apartments,Urban/Modern,,,"1,100","1,340","1,590","1,830","2,010",14.5,"2,010",14.5,+9.8%,8m,8m,25m,25m,,,,,
505,Elano,Arjan,2023,"650,000",+35%,ORO24,Arjan,Apartments,Urban/Modern,,,,"1,200","1,420","1,640","1,790",14,"1,790",14.0,+9.5%,8m,5m,25m,25m,,,,,
506,Kyoto,Arjan,2023,"750,000",+30%,ORO24,Arjan,Apartments,Urban/Modern,,,,"1,250","1,460","1,650","1,790",14,"1,790",14.0,+8.8%,8m,5m,25m,25m,,,,,
507,Albert,Dubailand,2024,"1,100,000",+15%,ORO24,Dubailand,Townhouses,Gated/Family,,,,,"1,150","1,320","1,430",3.5,"1,430",3.5,+7%,15m,15m,30m,25m,,,,,
508,Wadi,Dubailand,2024,"1,200,000",+14%,ORO24,Dubailand,Townhouses,Gated/Family,,,,,"1,200","1,340","1,430",3.5,"1,430",3.5,+6.8%,15m,15m,30m,25m,,,,,
509,Mimeo,Dubailand,2024,"1,150,000",+12%,ORO24,Dubailand,Townhouses,Gated/Family,,,,,"1,250","1,380","1,460",3.5,"1,460",3.5,+6%,15m,15m,30m,25m,,,,,
510,Nagoya,Dubailand,2024,"1,300,000",+10%,ORO24,Dubailand,Townhouses,Gated/Family,,,,,"1,300,000","1,300","1,360",3.5,"1,360",3.5,+4.8%,15m,15m,30m,25m,,,,,
511,Fortunato,JVC,2008,Community,+40% (Since 2020),Various,JVC,Mixed,Community,750,800,890,980,"1,060","1,150","1,210",14.36,"1,210",14.36,+5.2%,8m,8m,25m,25m,,,,,
512,Franck Muller Aet.,Marina,2024,"2,400,000",+20%,London Gate,Dubai Marina,Apartments,High-Rise Luxury,,,,,"2,500","2,910","3,190",30,"3,190",30.0,+9.5%,8m,5m,30m,35m,,,,,
513,Franck Muller Van.,Marina,2024,"2,100,000",+18%,London Gate,Dubai Marina,Apartments,High-Rise Luxury,,,,,"2,400","2,760","3,010",30,"3,010",30.0,+8.8%,8m,5m,30m,35m,,,,,
